repos,repo_version,instructions,instructions_count
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,3
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,2
tensorflow/tensorflow,b'v0.7.1,RUN,10
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,SHELL,1
tensorflow/tensorflow,b'v0.7.1,ARG,12
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,2
tensorflow/tensorflow,b'v0.7.1,RUN,24
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,SHELL,1
tensorflow/tensorflow,b'v0.7.1,ARG,12
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,2
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,10
tensorflow/tensorflow,b'v0.7.1,ENV,4
tensorflow/tensorflow,b'v0.7.1,ARG,3
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,3
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,24
tensorflow/tensorflow,b'v0.7.1,ENV,4
tensorflow/tensorflow,b'v0.7.1,ARG,3
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,2
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,RUN,11
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,ENV,8
tensorflow/tensorflow,b'v0.7.1,SHELL,1
tensorflow/tensorflow,b'v0.7.1,ARG,12
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,3
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,25
tensorflow/tensorflow,b'v0.7.1,ENV,4
tensorflow/tensorflow,b'v0.7.1,ARG,3
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,2
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,11
tensorflow/tensorflow,b'v0.7.1,ENV,4
tensorflow/tensorflow,b'v0.7.1,ARG,3
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,8
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,21
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,5
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,25
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,13
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,15
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,6
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,13
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,11
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,25
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,12
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,23
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,17
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,6
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,11
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,12
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,13
tensorflow/tensorflow,b'v0.7.1,ENV,5
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,8
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,5
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,5
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,18
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,17
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,20
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,11
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,20
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,5
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,18
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,18
tensorflow/tensorflow,b'v0.7.1,ENV,5
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,11
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,13
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,18
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,15
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,13
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,11
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,9
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,6
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,8
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,23
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,20
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,12
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,17
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,13
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,8
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,7
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,17
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,19
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,ARG,9
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,12
tensorflow/tensorflow,b'v0.7.1,ENV,5
tensorflow/tensorflow,b'v0.7.1,ARG,8
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,20
tensorflow/tensorflow,b'v0.7.1,ENV,2
tensorflow/tensorflow,b'v0.7.1,ARG,10
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,12
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,RUN,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,2
tensorflow/tensorflow,b'v0.7.1,RUN,14
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,COPY,1
tensorflow/tensorflow,b'v0.7.1,ARG,2
tensorflow/tensorflow,b'v0.7.1,RUN,3
tensorflow/tensorflow,b'v0.7.1,ARG,2
tensorflow/tensorflow,b'v0.7.1,RUN,1
tensorflow/tensorflow,b'v0.7.1,EXPOSE,1
tensorflow/tensorflow,b'v0.7.1,WORKDIR,1
tensorflow/tensorflow,b'v0.7.1,RUN,6
tensorflow/tensorflow,b'v0.7.1,CMD,1
tensorflow/tensorflow,b'v0.7.1,RUN,4
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,1
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,RUN,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,RUN,2
tensorflow/tensorflow,b'v0.7.1,ARG,3
tensorflow/tensorflow,b'v0.7.1,RUN,2
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,RUN,2
tensorflow/tensorflow,b'v0.7.1,ENV,3
tensorflow/tensorflow,b'v0.7.1,RUN,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,RUN,3
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,2
tensorflow/tensorflow,b'v0.7.1,RUN,1
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,RUN,1
tensorflow/tensorflow,b'v0.7.1,RUN,5
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,RUN,4
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,RUN,6
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,RUN,3
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,RUN,5
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,RUN,2
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,RUN,3
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,ENV,1
tensorflow/tensorflow,b'v0.7.1,RUN,2
tensorflow/tensorflow,b'v0.7.1,ARG,4
tensorflow/tensorflow,b'v0.7.1,RUN,6
tensorflow/tensorflow,b'v0.7.1,FROM,1
tensorflow/tensorflow,b'v0.7.1,ARG,1
tensorflow/tensorflow,b'v0.7.1,RUN,3
